log_id,text,cluster
257,| size                                  | 1                                                                                              |,3
257,| snapshot_id                           | None                                                                                           |,3
257,| source_volid                          | None                                                                                           |,3
257,| status                                | available                                                                                      |,3
257,| user_id                               | 1b2d6e8928954ca4ae7c243863404bdc                                                               |,3
257,| volume_type                           | None                                                                                           |,3
257,| {'source-name': 'volume-ffffffff-0000-ffff-0000-ffffffffffff'} | 4    | False          |,3
257,| {'source-name': 'myvol'}                                       | 5    | True           |,3
257,==============================,1
257,Failed 5 tests - output below:,3
257,==============================,1
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 495, in assertRaises",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 507, in assertThat",3
257,"mismatch_error = self._matchHelper(matchee, matcher, message, verbose)",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 108, in match",3
257,mismatch = self.exception_matcher.match(exc_info),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_higherorder.py"", line 61, in match",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 484, in match",3
257,reraise(*matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 101, in match",3
257,result = matchee(),3
257,^^^^^^^^^,3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 1110, in __call__",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 196, in request",3
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/tests/unit/test_shell.py"", line 245, in test_password_prompted",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 495, in assertRaises",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 507, in assertThat",3
257,"mismatch_error = self._matchHelper(matchee, matcher, message, verbose)",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 108, in match",3
257,mismatch = self.exception_matcher.match(exc_info),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_higherorder.py"", line 61, in match",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 484, in match",3
257,reraise(*matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 101, in match",3
257,result = matchee(),3
257,^^^^^^^^^,3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 1110, in __call__",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/v3/client.py"", line 154, in get_volume_api_version_from_endpoint",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 244, in get_volume_api_version_from_endpoint",3
257,version = get_volume_api_from_url(self.get_endpoint()),3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 162, in get_volume_api_from_url",3
257,"scheme, netloc, path, query, frag = urlparse.urlsplit(url)",3
257,"File ""/usr/lib64/python3.12/urllib/parse.py"", line 504, in urlsplit",3
257,^^^^^,3
257,TypeError: '>' not supported between instances of 'MagicMock' and 'int',3
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 196, in request",3
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 495, in assertRaises",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 507, in assertThat",3
257,"mismatch_error = self._matchHelper(matchee, matcher, message, verbose)",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 108, in match",3
257,mismatch = self.exception_matcher.match(exc_info),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_higherorder.py"", line 61, in match",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 484, in match",3
257,reraise(*matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 101, in match",3
257,result = matchee(),3
257,^^^^^^^^^,3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 1110, in __call__",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 196, in request",3
257,Captured traceback:,3
257,Traceback (most recent call last):,3
257,"File ""/usr/lib64/python3.12/unittest/mock.py"", line 1396, in patched",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 495, in assertRaises",3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 507, in assertThat",3
257,"mismatch_error = self._matchHelper(matchee, matcher, message, verbose)",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 108, in match",3
257,mismatch = self.exception_matcher.match(exc_info),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_higherorder.py"", line 61, in match",3
257,mismatch = matcher.match(matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 484, in match",3
257,reraise(*matchee),3
257,"File ""/usr/lib/python3/site-packages/testtools/matchers/_exception.py"", line 101, in match",3
257,result = matchee(),3
257,^^^^^^^^^,3
257,"File ""/usr/lib/python3/site-packages/testtools/testcase.py"", line 1110, in __call__",3
257,"File ""/usr/src/RPM/BUILD/cinderclient-9.6.0/cinderclient/client.py"", line 196, in request",3
257,======,3
257,Totals,3
257,======,3
257,- Passed: 734,3
257,- Expected Fail: 0,3
257,- Failed: 5,3
257,==============,8
257,Worker Balance,3
257,==============,8
257,error: Bad exit status from /usr/src/tmp/rpm-tmp.14923 (%check),3
257,Bad exit status from /usr/src/tmp/rpm-tmp.14923 (%check),3
257,Command exited with non-zero status 1,3
257,hsh-rebuild: rebuild of `python3-module-cinderclient-9.6.0-alt1.src.rpm' failed.,3
257,Command exited with non-zero status 1,3
258,Building for target x86_64,3
258,Building for target x86_64,3
258,+ umask 022,3
258,+ /usr/bin/python3 -m pyproject_installer deps --depsconfig /usr/src/RPM/SOURCES/pyproject_deps.json show pep518,3
258,"INFO     : pyproject.toml was not found, using defaults",3
258,+ /usr/bin/python3 -m pyproject_installer deps --depsconfig /usr/src/RPM/SOURCES/pyproject_deps.json show pep517,3
258,"INFO     : pyproject.toml was not found, using defaults",3
258,"INFO     : pyproject.toml was not found, using defaults",3
258,+ exit 0,3
258,+ umask 022,3
258,"INFO     : pyproject_installer.lib.build_backend : pyproject.toml was not found, using defaults",3
258,!!,3
258,********************************************************************************,3
258,********************************************************************************,3
258,!!,3
258,/usr/lib64/python3/site-packages/setuptools/_distutils/cmd.py:135: SetuptoolsDeprecationWarning: bdist_wheel.universal is deprecated,3
258,!!,3
258,********************************************************************************,3
258,is being obviated.,3
258,file an issue with pypa/setuptools describing your use case.,3
258,or your builds will no longer be supported.,3
258,********************************************************************************,3
258,!!,3
258,+ exit 0,3
258,+ umask 022,3
258,Compressing files in /usr/src/tmp/python3-module-django-environ-buildroot (auto),3
258,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-django-environ-buildroot",3
258,+ umask 022,3
258,+ export NO_INTERNET=YES,3
258,+ NO_INTERNET=YES,3
258,============================= test session starts ==============================,1
258,collecting ... collected 350 items,3
258,tests/test_db.py::test_db_parsing[postgres_cluster] FAILED               [ 17%],3
258,=================================== FAILURES ===================================,1
258,[,3
258,"DJANGO_POSTGRES,",3
258,"5431),",3
258,"DJANGO_POSTGRES,",3
258,"5431),",3
258,"DJANGO_POSTGRES,",3
258,"),",3
258,"DJANGO_POSTGRES,",3
258,"),",3
258,"5431),",3
258,"12345),",3
258,ids=[,3
258,"'postgres',",3
258,"'mysqlgis',",3
258,),3
258,>       config = Env.db_url_config(url),3
258,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,3
258,url = urlparse(url),3
258,_check_bracketed_netloc(netloc),3
258,_ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _ _,3
258,# No data is allowed before a bracket.,3
258,if before_bracket:,3
258,">               raise ValueError(""Invalid IPv6 URL"")",3
258,E               ValueError: Invalid IPv6 URL,3
258,/usr/lib64/python3.12/urllib/parse.py:447: ValueError,3
258,=============================== warnings summary ===============================,1
258,=========================== short test summary info ============================,1
258,FAILED tests/test_db.py::test_db_parsing[postgres_cluster] - ValueError: Invalid IPv6 URL,3
258,"================== 1 failed, 349 passed, 4 warnings in 0.42s ===================",1
258,error: Bad exit status from /usr/src/tmp/rpm-tmp.79066 (%check),3
258,Bad exit status from /usr/src/tmp/rpm-tmp.79066 (%check),3
258,Command exited with non-zero status 1,3
258,hsh-rebuild: rebuild of `python3-module-django-environ-0.10.0-alt1.src.rpm' failed.,3
258,Command exited with non-zero status 1,3
259,Building for target x86_64,3
259,Building for target x86_64,3
259,+ umask 022,3
259,+ exit 0,3
259,+ umask 022,3
259,+ exit 0,3
259,+ umask 022,3
259,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-django-graphiql-debug-toolbar-buildroot",3
259,+ umask 022,3
259,+ export NO_INTERNET=YES,3
259,+ NO_INTERNET=YES,3
259,Traceback (most recent call last):,3
259,return self._storages[alias],3
259,"During handling of the above exception, another exception occurred:",3
259,Traceback (most recent call last):,3
259,code = main(),3
259,^^^^^^,3
259,"File ""/usr/lib/python3/site-packages/pluggy/_hooks.py"", line 513, in __call__",3
259,"File ""/usr/lib/python3/site-packages/_pytest/helpconfig.py"", line 105, in pytest_cmdline_parse",3
259,config = yield,3
259,^^^^^,3
259,res = hook_impl.function(*args),3
259,"File ""/usr/lib/python3/site-packages/_pytest/config/__init__.py"", line 1140, in pytest_cmdline_parse",3
259,"File ""/usr/lib/python3/site-packages/_pytest/config/__init__.py"", line 1494, in parse",3
259,"File ""/usr/lib/python3/site-packages/pluggy/_hooks.py"", line 513, in __call__",3
259,^^^^^,3
259,yield,3
259,res = hook_impl.function(*args),3
259,"File ""/usr/lib/python3/site-packages/pytest_django/plugin.py"", line 361, in pytest_load_initial_conftests",3
259,_setup_django(early_config),3
259,"File ""/usr/lib/python3/site-packages/django/__init__.py"", line 24, in setup",3
259,"File ""/usr/lib/python3/site-packages/django/apps/registry.py"", line 124, in populate",3
259,value = super().__getattribute__(name),3
259,"File ""/usr/lib/python3/site-packages/django/utils/functional.py"", line 251, in inner",3
259,return storage_cls(**options),3
259,check_settings(base_url),3
259,raise ImproperlyConfigured(,3
259,error: Bad exit status from /usr/src/tmp/rpm-tmp.56769 (%check),3
259,Bad exit status from /usr/src/tmp/rpm-tmp.56769 (%check),3
259,Command exited with non-zero status 1,3
259,hsh-rebuild: rebuild of `python3-module-django-graphiql-debug-toolbar-0.2.0-alt3.src.rpm' failed.,3
259,Command exited with non-zero status 1,3
260,Building for target x86_64,3
260,Building for target x86_64,3
260,+ umask 022,3
260,+ /usr/bin/patch -p1,3
260,+ exit 0,3
260,+ umask 022,3
260,"INFO     : pyproject_installer.lib.build_backend : build-system was not found, using defaults",3
260,!!,3
260,********************************************************************************,3
260,********************************************************************************,3
260,!!,3
260,!!,3
260,********************************************************************************,3
260,############################,3
260,# Package would be ignored #,3
260,############################,3
260,but it is absent from setuptools' `packages` configuration.,3
260,even if it does not contain any `.py` files.,3
260,"On the other hand, currently there is no concept of package data",3
260,********************************************************************************,3
260,!!,3
260,+ exit 0,3
260,+ umask 022,3
260,Compressing files in /usr/src/tmp/python3-module-django-oauth-toolkit-buildroot (auto),3
260,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-django-oauth-toolkit-buildroot",3
260,+ umask 022,3
260,+ export NO_INTERNET=YES,3
260,+ NO_INTERNET=YES,3
260,============================= test session starts ==============================,1
260,collected 414 items,3
260,=================================== FAILURES ===================================,1
260,output = StringIO(),3
260,call_command(,3
260,"""createapplication"",",3
260,"""authorization-code"",",3
260,"""--user=783"",",3
260,),3
260,=============================== warnings summary ===============================,1
260,"assert key.key_type == ""oct""",3
260,"assert key.key_type == ""RSA""",3
260,"assert key.key_type == ""oct""",3
260,=========================== short test summary info ============================,1
260,"====== 1 failed, 412 passed, 1 skipped, 12 warnings in 496.16s (0:08:16) =======",3
260,error: Bad exit status from /usr/src/tmp/rpm-tmp.33716 (%check),3
260,Bad exit status from /usr/src/tmp/rpm-tmp.33716 (%check),3
260,Command exited with non-zero status 1,3
260,hsh-rebuild: rebuild of `python3-module-django-oauth-toolkit-2.3.0-alt1.src.rpm' failed.,3
260,Command exited with non-zero status 1,3
261,Building for target x86_64,3
261,Building for target x86_64,3
261,+ umask 022,3
261,+ exit 0,3
261,+ umask 022,3
261,!!,3
261,********************************************************************************,3
261,********************************************************************************,3
261,!!,3
261,dist._finalize_license_expression(),3
261,!!,3
261,********************************************************************************,3
261,********************************************************************************,3
261,!!,3
261,+ exit 0,3
261,+ umask 022,3
261,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-django-rich-buildroot",3
261,+ umask 022,3
261,+ export NO_INTERNET=YES,3
261,+ NO_INTERNET=YES,3
261,============================= test session starts ==============================,1
261,collected 81 items,3
261,=================================== FAILURES ===================================,1
261,@pytest.mark.skipif(,3
261,"sys.platform == ""win32"",",3
261,"reason=""Windows select() doesn't support file descriptors."",",3
261,),3
261,console = InteractiveConsole(),3
261,>       assert lines == [,3
261,"""╭─────╮"",",3
261,"""╰─────╯"",",3
261,],3
261,E,3
261,=========================== short test summary info ============================,1
261,"============= 1 failed, 58 passed, 22 skipped in 114.46s (0:01:54) =============",3
261,error: Bad exit status from /usr/src/tmp/rpm-tmp.50327 (%check),3
261,Bad exit status from /usr/src/tmp/rpm-tmp.50327 (%check),3
261,Command exited with non-zero status 1,3
261,hsh-rebuild: rebuild of `python3-module-django-rich-1.14.0-alt1.src.rpm' failed.,3
261,Command exited with non-zero status 1,3
262,Building for target x86_64,3
262,Building for target x86_64,3
262,+ umask 022,3
262,+ /usr/bin/patch -p1,3
262,Hunk #1 succeeded at 4 with fuzz 2 (offset -1 lines).,3
262,Hunk #2 succeeded at 173 (offset 9 lines).,3
262,Hunk #3 succeeded at 365 (offset 49 lines).,3
262,+ exit 0,3
262,+ umask 022,3
262,+ export CFLAGS,3
262,+ export CXXFLAGS,3
262,+ export FFLAGS,3
262,!!,3
262,********************************************************************************,3
262,********************************************************************************,3
262,!!,3
262,!!,3
262,********************************************************************************,3
262,********************************************************************************,3
262,!!,3
262,!!,3
262,********************************************************************************,3
262,********************************************************************************,3
262,!!,3
262,running build,3
262,running build_py,3
262,creating build/lib/fs,3
262,copying fs/wildcard.py -> build/lib/fs,3
262,copying fs/error_tools.py -> build/lib/fs,3
262,copying fs/_url_tools.py -> build/lib/fs,3
262,making output directory... done,3
262,"intersphinx inventory 'https://docs.python.org/3.6/objects.inv' not fetchable due to <class 'requests.exceptions.ConnectionError'>: HTTPSConnectionPool(host='docs.python.org', port=443): Max retries exceeded with url: /3.6/objects.inv (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7ff9136a1400>: Failed to resolve 'docs.python.org' ([Errno -3] Temporary failure in name resolution)""))",3
262,reading sources... [  7%] contributing,3
262,looking for now-outdated files... none found,3
262,pickling environment... done,3
262,preparing documents... done,3
262,copying static files: done,3
262,copying extra files: done,3
262,copying assets: done,3
262,writing additional pages... search done,3
262,dumping search index in English (code: en)... done,3
262,dumping object inventory... done,3
262,making output directory... done,3
262,loading pickled environment... done,3
262,"intersphinx inventory 'https://docs.python.org/3.6/objects.inv' not fetchable due to <class 'requests.exceptions.ConnectionError'>: HTTPSConnectionPool(host='docs.python.org', port=443): Max retries exceeded with url: /3.6/objects.inv (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x7f7ccd89b5f0>: Failed to resolve 'docs.python.org' ([Errno -3] Temporary failure in name resolution)""))",3
262,looking for now-outdated files... none found,3
262,preparing documents... done,3
262,copying assets: done,3
262,introduction,3
262,guide,3
262,concepts,3
262,info,3
262,openers,3
262,walking,3
262,globbing,3
262,builtin,3
262,reference/appfs,3
262,reference/ftpfs,3
262,reference/memoryfs,3
262,reference/mountfs,3
262,reference/multifs,3
262,reference/osfs,3
262,reference/subfs,3
262,reference/tarfs,3
262,reference/tempfs,3
262,reference/zipfs,3
262,implementers,3
262,extension,3
262,external,3
262,interface,3
262,reference,3
262,reference/base,3
262,reference/compress,3
262,reference/copy,3
262,reference/enums,3
262,reference/errors,3
262,reference/glob,3
262,reference/info_objects,3
262,reference/filesize,3
262,reference/mirror,3
262,reference/move,3
262,reference/mode,3
262,reference/opener,3
262,reference/path,3
262,reference/permissions,3
262,reference/tools,3
262,reference/tree,3
262,reference/wildcard,3
262,reference/wrap,3
262,reference/wrapfs,3
262,contributing,3
262,} done,3
262,+ exit 0,3
262,+ umask 022,3
262,+ export CFLAGS,3
262,+ export CXXFLAGS,3
262,+ export FFLAGS,3
262,!!,3
262,********************************************************************************,3
262,********************************************************************************,3
262,!!,3
262,!!,3
262,********************************************************************************,3
262,********************************************************************************,3
262,!!,3
262,!!,3
262,********************************************************************************,3
262,********************************************************************************,3
262,!!,3
262,running install,3
262,!!,3
262,********************************************************************************,3
262,or your builds will no longer be supported.,3
262,********************************************************************************,3
262,!!,3
262,running install_lib,3
262,running install_egg_info,3
262,running egg_info,3
262,running install_scripts,3
262,Checking contents of files in /usr/src/tmp/python3-module-fs-buildroot/ (default),3
262,Compressing files in /usr/src/tmp/python3-module-fs-buildroot (auto),3
262,"Splitting links to aliased files under /{,s}bin in /usr/src/tmp/python3-module-fs-buildroot",3
262,unlink /usr/src/tmp/python3-module-fs-buildroot/usr/lib/python3/site-packages/fs/__pycache__/errors.cpython-312.pyc,3
262,unlink /usr/src/tmp/python3-module-fs-buildroot/usr/lib/python3/site-packages/fs/opener/__pycache__/errors.cpython-312.pyc,3
262,compile /usr/src/tmp/python3-module-fs-buildroot/usr/lib/python3/site-packages/fs/opener/errors.py,3
262,compile /usr/src/tmp/python3-module-fs-buildroot/usr/lib/python3/site-packages/fs/opener/errors.py,3
262,compile /usr/src/tmp/python3-module-fs-buildroot/usr/lib/python3/site-packages/fs/opener/errors.py,3
262,+ umask 022,3
262,============================= test session starts ==============================,1
262,collecting ... collected 2427 items / 27 deselected / 2400 selected,3
262,tests/test_appfs.py::TestUserDataFS::test_unicode_path <- fs/test.py SKIPPED [  2%],3
262,tests/test_appfs.py::TestUserConfigFS::test_unicode_path <- fs/test.py SKIPPED [  6%],3
262,tests/test_appfs.py::TestUserCacheFS::test_unicode_path <- fs/test.py SKIPPED [  9%],3
262,tests/test_appfs.py::TestSiteDataFS::test_unicode_path <- fs/test.py SKIPPED [ 12%],3
262,tests/test_appfs.py::TestSiteConfigFS::test_unicode_path <- fs/test.py SKIPPED [ 16%],3
262,tests/test_appfs.py::TestUserLogFS::test_unicode_path <- fs/test.py SKIPPED [ 19%],3
262,tests/test_ftpfs.py::TestFTPFS::test_appendbytes <- fs/test.py ERROR     [ 25%],3
262,tests/test_ftpfs.py::TestFTPFS::test_appendtext <- fs/test.py ERROR      [ 25%],3
262,tests/test_ftpfs.py::TestFTPFS::test_basic <- fs/test.py ERROR           [ 25%],3
262,tests/test_ftpfs.py::TestFTPFS::test_bin_files <- fs/test.py ERROR       [ 25%],3
262,tests/test_ftpfs.py::TestFTPFS::test_copy <- fs/test.py ERROR            [ 25%],3
262,tests/test_ftpfs.py::TestFTPFS::test_copy_file <- fs/test.py ERROR       [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_copy_structure <- fs/test.py ERROR  [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_copydir <- fs/test.py ERROR         [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_desc <- fs/test.py ERROR            [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_download <- fs/test.py ERROR        [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_download_0 <- fs/test.py ERROR      [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_download_1 <- fs/test.py ERROR      [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_download_2 <- fs/test.py ERROR      [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_download_4 <- fs/test.py ERROR      [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_download_chunk_size <- fs/test.py ERROR [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_files <- fs/test.py ERROR           [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_getinfo <- fs/test.py ERROR         [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_getmeta <- fs/test.py ERROR         [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_geturl_purpose <- fs/test.py ERROR  [ 26%],3
262,tests/test_ftpfs.py::TestFTPFS::test_glob <- fs/test.py ERROR            [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_hash <- fs/test.py ERROR            [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_invalid_chars <- fs/test.py ERROR   [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_isdir <- fs/test.py ERROR           [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_isempty <- fs/test.py ERROR         [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_isfile <- fs/test.py ERROR          [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_islink <- fs/test.py ERROR          [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_listdir <- fs/test.py ERROR         [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_makedir <- fs/test.py ERROR         [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_makedirs <- fs/test.py ERROR        [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_match <- fs/test.py ERROR           [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_move <- fs/test.py ERROR            [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_move_dir_mem <- fs/test.py ERROR    [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_move_file_mem <- fs/test.py ERROR   [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_move_file_same_fs <- fs/test.py ERROR [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_move_file_temp <- fs/test.py ERROR  [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_movedir <- fs/test.py ERROR         [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_open <- fs/test.py ERROR            [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_open_exclusive <- fs/test.py ERROR  [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_open_files <- fs/test.py ERROR      [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_openbin <- fs/test.py ERROR         [ 27%],3
262,tests/test_ftpfs.py::TestFTPFS::test_openbin_exclusive <- fs/test.py ERROR [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_openbin_rw <- fs/test.py ERROR      [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_opendir <- fs/test.py ERROR         [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_readbytes <- fs/test.py ERROR       [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_readtext <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_removedir <- fs/test.py ERROR       [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_removetree <- fs/test.py ERROR      [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_removetree_root <- fs/test.py ERROR [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_root_dir <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_scandir <- fs/test.py ERROR         [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_settimes <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_touch <- fs/test.py ERROR           [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_tree <- fs/test.py ERROR            [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_unicode_path <- fs/test.py ERROR    [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_upload <- fs/test.py ERROR          [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_upload_0 <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_upload_1 <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_upload_2 <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_upload_4 <- fs/test.py ERROR        [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_upload_chunk_size <- fs/test.py ERROR [ 28%],3
262,tests/test_ftpfs.py::TestFTPFS::test_validatepath <- fs/test.py ERROR    [ 29%],3
262,tests/test_ftpfs.py::TestFTPFS::test_writebytes <- fs/test.py ERROR      [ 29%],3
262,tests/test_ftpfs.py::TestFTPFS::test_writefile <- fs/test.py ERROR       [ 29%],3
262,tests/test_ftpfs.py::TestFTPFS::test_writetext <- fs/test.py ERROR       [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_appendbytes <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_appendtext <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_basic <- fs/test.py ERROR     [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_bin_files <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_close <- fs/test.py ERROR     [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_copy <- fs/test.py ERROR      [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_copy_dir_mem <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_copy_dir_temp <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_copy_file <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_copy_structure <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_copydir <- fs/test.py ERROR   [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_desc <- fs/test.py ERROR      [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_download <- fs/test.py ERROR  [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_download_0 <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_download_1 <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_download_2 <- fs/test.py ERROR [ 29%],3
262,tests/test_ftpfs.py::TestFTPFSNoMLSD::test_download_4 <- fs/test.py ERROR [ 29%],3
