log_id,cluster,error_text
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,94 |         Value& operator= (Hex in) throw(WrongType)                { return copy(Value(in));}
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,"In file included from ./include/control.h:32,"
16,14,94 |         Value& operator= (Hex in) throw(WrongType)                { return copy(Value(in));}
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,"398 |             getcwd(buffer,CROSS_LEN);"
16,14,"In file included from ./include/control.h:32,"
16,14,94 |         Value& operator= (Hex in) throw(WrongType)                { return copy(Value(in));}
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,"In file included from ./include/control.h:32,"
16,14,94 |         Value& operator= (Hex in) throw(WrongType)                { return copy(Value(in));}
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,"In file included from ./include/control.h:32,"
16,14,94 |         Value& operator= (Hex in) throw(WrongType)                { return copy(Value(in));}
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,In file included from src/misc/setup.cpp:24:
16,14,94 |         Value& operator= (Hex in) throw(WrongType)                { return copy(Value(in));}
16,14,95 |         Value& operator= (int in) throw(WrongType)                { return copy(Value(in));}
16,14,96 |         Value& operator= (bool in) throw(WrongType)               { return copy(Value(in));}
16,14,97 |         Value& operator= (double in) throw(WrongType)             { return copy(Value(in));}
16,14,98 |         Value& operator= (std::string const& in) throw(WrongType) { return copy(Value(in));}
16,14,99 |         Value& operator= (char const * const in) throw(WrongType) { return copy(Value(in));}
16,14,100 |         Value& operator= (Value const& in) throw(WrongType)       { return copy(Value(in));}
16,14,103 |         operator bool () const throw(WrongType);
16,14,104 |         operator Hex () const throw(WrongType);
16,14,105 |         operator int () const throw(WrongType);
16,14,106 |         operator double () const throw(WrongType);
16,14,107 |         operator char const* () const throw(WrongType);
16,14,"108 |         bool SetValue(std::string const& in,Etype _type = V_CURRENT) throw(WrongType);"
16,14,113 |         Value& copy(Value const& in) throw(WrongType);
16,14,60 | Value::operator bool () const throw(WrongType) {
16,14,65 | Value::operator Hex () const throw(WrongType) {
16,14,70 | Value::operator int () const throw(WrongType) {
16,14,75 | Value::operator double () const throw(WrongType) {
16,14,80 | Value::operator char const* () const throw(WrongType) {
16,14,+ for core in dosbox_core
16,14,-DCMAKE_BUILD_TYPE=Release \
16,14,-DCMAKE_POSITION_INDEPENDENT_CODE=ON \
16,14,-Dlibmt32emu_C_INTERFACE=ON \
16,14,-Dlibmt32emu_SHARED=OFF \
16,14,-Dlibmt32emu_WITH_INTERNAL_RESAMPLER=ON \
16,14,-DCMAKE_CXX_STANDARD=17 \
16,14,CMake Error at CMakeLists.txt:1 (cmake_minimum_required):
16,14,Compatibility with CMake < 3.5 has been removed from CMake.
16,14,to tell CMake that the project requires at least <min> but has been updated
16,14,"-- Configuring incomplete, errors occurred!"
16,14,make: *** [deps/munt.makefile:10: /usr/src/RPM/BUILD/libretro-computers-20250130/libretro-dosbox_core/libretro/deps_bin/lib/pkgconfig/mt32emu.pc] Error 1
16,14,error: Bad exit status from /usr/src/tmp/rpm-tmp.83072 (%build)
16,14,Bad exit status from /usr/src/tmp/rpm-tmp.83072 (%build)
16,14,Command exited with non-zero status 1
16,14,hsh-rebuild: rebuild of `libretro-computers-20250130-alt1.src.rpm' failed.
16,14,Command exited with non-zero status 1
17,14,Building for target x86_64
17,14,Building for target x86_64
17,14,+ chmod 644 gpl2.txt
17,14,Problem opening /proc/meminfo
17,14,Problem opening /proc/meminfo
17,14,-- Detecting CXX compiler ABI info - done
17,14,-- Check for working CXX compiler: /usr/bin/c++ - skipped
17,14,CMake Error at CMakeLists.txt:2 (cmake_minimum_required):
17,14,Compatibility with CMake < 3.5 has been removed from CMake.
17,14,to tell CMake that the project requires at least <min> but has been updated
17,14,"-- Configuring incomplete, errors occurred!"
17,14,error: Bad exit status from /usr/src/tmp/rpm-tmp.67918 (%build)
17,14,Bad exit status from /usr/src/tmp/rpm-tmp.67918 (%build)
17,14,Command exited with non-zero status 1
17,14,hsh-rebuild: rebuild of `alglib-4.01.0-alt1_1.src.rpm' failed.
17,14,Command exited with non-zero status 1
18,14,Hunk #1 succeeded at 151 (offset 31 lines).
19,54,Building for target x86_64
19,54,Building for target x86_64
19,54,Problem opening /proc/meminfo
19,54,Problem opening /proc/meminfo
19,54,-- Detecting C compiler ABI info - done
19,54,Problem opening /proc/meminfo
19,54,-- Detecting CXX compiler ABI info - done
19,54,-- Check for working CXX compiler: /usr/bin/c++ - skipped
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,Package libpcre2-8 was not found in the pkg-config search path.
19,54,to the PKG_CONFIG_PATH environment variable
19,54,"Package 'libpcre2-8', required by 'glib-2.0', not found"
19,54,CMake Error at app/help/CMakeLists.txt:6 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/doc/CMakeLists.txt:9 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/bin/CMakeLists.txt:2 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/bin/CMakeLists.txt:43 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/lib/params/CMakeLists.txt:17 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/lib/params/CMakeLists.txt:39 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/lib/params/CMakeLists.txt:65 (GET_TARGET_PROPERTY):
19,54,CMake Error at app/i18n/CMakeLists.txt:116 (GET_TARGET_PROPERTY):
19,54,-- Could NOT find Doxygen (missing: DOXYGEN_EXECUTABLE)
19,54,"-- Configuring incomplete, errors occurred!"
19,54,error: Bad exit status from /usr/src/tmp/rpm-tmp.93777 (%build)
19,54,Bad exit status from /usr/src/tmp/rpm-tmp.93777 (%build)
19,54,Command exited with non-zero status 1
19,54,hsh-rebuild: rebuild of `xtrkcad-4.0.3a-alt3.1.src.rpm' failed.
19,54,Command exited with non-zero status 1
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[24,26] package org.mockito does not exist"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[24,1] static import only from classes and interfaces"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[25,26] package org.mockito does not exist"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[25,1] static import only from classes and interfaces"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/ScopeArtifactFilterTest.java:[24,26] package org.mockito does not exist"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/ScopeArtifactFilterTest.java:[24,1] static import only from classes and interfaces"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/ScopeArtifactFilterTest.java:[25,26] package org.mockito does not exist"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/ScopeArtifactFilterTest.java:[25,1] static import only from classes and interfaces"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[54,30] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[55,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[56,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[57,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[58,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[60,30] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[61,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[62,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[63,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[64,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[93,30] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[94,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[95,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[96,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[97,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[99,30] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[100,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[101,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[102,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[103,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[129,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[130,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[131,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[132,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[133,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[153,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[154,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[155,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[156,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[157,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[177,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[178,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[179,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[180,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[181,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[205,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[206,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[207,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[208,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[209,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[233,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[234,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[235,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[236,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[237,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[267,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[268,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[269,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[270,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[271,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[272,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[298,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[299,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[300,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[301,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[302,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[303,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[323,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[324,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[325,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[326,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[327,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[350,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[351,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[352,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[353,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[354,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[377,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[379,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[380,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[381,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[382,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[405,29] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[407,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[408,9] cannot find symbol"
20,54,"/usr/src/RPM/BUILD/maven-common-artifact-filters-3.2.0/src/test/java/org/apache/maven/shared/artifact/filter/AbstractPatternArtifactFilterTest.java:[409,9] cannot find symbol"
